Device,ERU - 01,ERU - 01,ERU - 01,ERU - 01
Point,Exhaust Fan Air Flow Active,Exhaust Fan Speed Output Command,Exhaust Fan Start Stop Command,EA TEMP 4
2/05/18 17:00:00,"9,891.60",0.358,1,66.4
2/05/18 17:15:00,"10,124.00",0.387,1,66.6
2/05/18 17:30:00,"10,443.80",0.414,1,63.4
2/05/18 17:45:00,"10,813.50",0.435,1,63.7
2/05/18 18:00:00,"10,565.90",0.45,1,64.2
2/05/18 18:15:00,"11,062.80",0.46,1,60.4
2/05/18 18:30:00,"11,171.00",0.471,1,60.4
2/05/18 18:45:00,"11,503.50",0.479,1,60.1
2/05/18 19:00:00,"11,579.90",0.488,1,62.5
2/05/18 19:15:00,"11,669.60",0.497,1,60.3
2/05/18 19:30:00,"11,363.20",0.492,1,62.4
2/05/18 19:45:00,"11,669.60",0.501,1,60.5
2/05/18 20:00:00,"11,751.80",0.502,1,57.4
2/05/18 20:15:00,"11,635.20",0.509,1,61.9
2/05/18 20:30:00,"11,635.20",0.508,1,55
2/05/18 20:45:00,"11,703.90",0.509,1,55.6
2/05/18 21:00:00,"11,649.00",0.507,1,59.8
2/05/18 21:15:00,"11,779.10",0.512,1,60.2
2/05/18 21:30:00,"11,847.00",0.513,1,56.7
2/05/18 21:45:00,"11,503.50",0.515,1,61.6
2/05/18 22:00:00,"11,954.80",0.516,1,61
2/05/18 22:15:00,"11,662.70",0.516,1,58.5
2/05/18 22:30:00,"11,206.90",0.472,1,60.6
2/05/18 22:45:00,"11,405.50",0.478,1,57.2
2/05/18 23:00:00,"11,156.60",0.485,1,61.8
2/05/18 23:15:00,"11,299.50",0.473,1,60
2/05/18 23:30:00,"11,242.60",0.482,1,60.6
2/05/18 23:45:00,"11,503.50",0.491,1,60.3
2/06/18 0:00:00,"11,642.10",0.495,1,54.5
2/06/18 0:15:00,"11,517.40",0.5,1,55.7
2/06/18 0:30:00,"11,751.80",0.501,1,58.6
2/06/18 0:45:00,"11,600.70",0.504,1,58.5
2/06/18 1:00:00,"11,847.00",0.506,1,54.3
2/06/18 1:15:00,"11,921.20",0.503,1,53.6
2/06/18 1:30:00,"11,717.60",0.503,1,53.5
2/06/18 1:45:00,"11,552.20",0.505,1,58.9
2/06/18 2:00:00,"11,703.90",0.505,1,60.2
2/06/18 2:15:00,"11,785.90",0.508,1,62.2
2/06/18 2:30:00,"11,779.10",0.508,1,60
2/06/18 2:45:00,"11,819.80",0.51,1,57.5
2/06/18 3:00:00,"11,907.70",0.511,1,57.8
2/06/18 3:15:00,"11,894.30",0.512,1,60.5
2/06/18 3:30:00,"11,745.00",0.512,1,58.6
2/06/18 3:45:00,"11,772.30",0.513,1,61
2/06/18 4:00:00,"11,921.20",0.509,1,59.4
2/06/18 4:15:00,"11,545.30",0.511,1,60.1
2/06/18 4:30:00,"9,366.90",0.401,1,57.6
2/06/18 4:45:00,"7,352.20",0.243,1,55.3
2/06/18 5:00:00,"6,281.60",0.139,1,57.9
2/06/18 5:15:00,"5,476.80",0.072,1,55.8
2/06/18 5:30:00,"6,152.60",0.111,1,55.8
2/06/18 5:45:00,"5,298.10",0.055,1,56.3
2/06/18 6:00:00,"6,960.00",0.135,1,55.3
2/06/18 6:15:00,"6,113.40",0.132,1,62.2
2/06/18 6:30:00,"6,784.90",0.12,1,59.7
2/06/18 6:45:00,"7,662.00",0.196,1,54.2
2/06/18 7:00:00,"8,477.00",0.256,1,54.9
2/06/18 7:15:00,"6,281.60",0.153,1,53.3
2/06/18 7:30:00,"5,313.20",0.103,1,48.7
2/06/18 7:45:00,"7,734.90",0.19,1,52.4
2/06/18 8:00:00,"7,503.40",0.256,1,49.8
2/06/18 8:15:00,"8,964.40",0.306,1,56.8
2/06/18 8:30:00,"9,595.30",0.348,1,53.8
2/06/18 8:45:00,"9,761.00",0.381,1,58.4
2/06/18 9:00:00,"10,060.50",0.405,1,59.1
2/06/18 9:15:00,"10,701.70",0.427,1,57.2
2/06/18 9:30:00,"10,761.50",0.441,1,57.4
2/06/18 9:45:00,"10,872.70",0.455,1,61.7
2/06/18 10:00:00,"11,235.40",0.464,1,58.9
2/06/18 10:15:00,"11,405.50",0.476,1,60.5
2/06/18 10:30:00,"11,405.50",0.483,1,63.8
2/06/18 10:45:00,"11,391.40",0.488,1,63.5
2/06/18 11:00:00,"8,874.50",0.379,1,63.7
2/06/18 11:15:00,"7,108.20",0.233,1,62.2
2/06/18 11:30:00,"6,034.10",0.141,1,65.5
2/06/18 11:45:00,"5,417.90",0.082,1,69.2
2/06/18 12:00:00,"4,738.80",0.043,1,70
2/06/18 12:15:00,"4,618.80",0.019,1,71.9
2/06/18 12:30:00,"4,495.60",0,1,72
2/06/18 12:45:00,"4,513.40",0,1,72.1
2/06/18 13:00:00,"4,566.40",0,1,72.2
2/06/18 13:15:00,"4,583.90",0,1,72.4
2/06/18 13:30:00,"4,495.60",0,1,72.6
2/06/18 13:45:00,"4,441.80",0,1,72.4
2/06/18 14:00:00,"4,618.80",0,1,72.4
2/06/18 14:15:00,"4,276.20",0,1,72.4
2/06/18 14:30:00,"4,423.70",0,1,72.5
2/06/18 14:45:00,"4,441.80",0,1,72.5
2/06/18 15:00:00,"4,294.90",0,1,72.7
2/06/18 15:15:00,"4,513.40",0,1,73
2/06/18 15:30:00,"4,368.90",0,1,73.1
2/06/18 15:45:00,"4,405.50",0,1,73.1
2/06/18 16:00:00,"3,648.70",0.003,1,71.3
2/06/18 16:15:00,"4,618.80",0.002,1,70.4
2/06/18 16:30:00,"3,648.70",0.005,1,69.2
2/06/18 16:45:00,"3,559.70",0.009,1,70.5
2/06/18 17:00:00,"3,799.50",0.026,1,70.4
2/06/18 17:15:00,"4,423.70",0.048,1,70
2/06/18 17:30:00,"5,491.40",0.12,1,68.2
2/06/18 17:45:00,"6,230.30",0.174,1,68.7
2/06/18 18:00:00,"7,209.00",0.241,1,69.2
2/06/18 18:15:00,"7,939.60",0.303,1,68.8
2/06/18 18:30:00,"8,401.00",0.319,1,67.7
2/06/18 18:45:00,"9,519.80",0.35,1,71.3
2/06/18 19:00:00,"9,842.90",0.377,1,71.4
2/06/18 19:15:00,"9,132.80",0.405,1,67.8
2/06/18 19:30:00,"9,670.20",0.43,1,67.7
2/06/18 19:45:00,"10,679.20",0.445,1,70.7
2/06/18 20:00:00,"10,813.50",0.452,1,71
2/06/18 20:15:00,"9,384.00",0.402,1,70.9
2/06/18 20:30:00,"8,314.60",0.313,1,70.9
2/06/18 20:45:00,"8,129.30",0.255,1,70.9
2/06/18 21:00:00,"8,774.50",0.301,1,71.1
2/06/18 21:15:00,"9,384.00",0.337,1,70.9
2/06/18 21:30:00,"8,937.50",0.329,1,70.6
2/06/18 21:45:00,"8,910.60",0.322,1,70.8
2/06/18 22:00:00,"7,330.40",0.211,1,70.1
2/06/18 22:15:00,"8,429.60",0.269,1,71
2/06/18 22:30:00,"8,982.30",0.309,1,70.8
2/06/18 22:45:00,"7,275.40",0.248,1,69.8
2/06/18 23:00:00,"5,980.70",0.145,1,70.3
2/06/18 23:15:00,"5,144.50",0.079,1,71.1
2/06/18 23:30:00,"4,888.70",0.037,1,71.8
2/06/18 23:45:00,"4,238.50",0.008,1,72.1
2/07/18 0:00:00,"4,332.10",0,1,72.1
2/07/18 0:15:00,"4,531.10",0,1,72.1
2/07/18 0:30:00,"4,313.50",0,1,72.1
2/07/18 0:45:00,"4,583.90",0,1,72.1
2/07/18 1:00:00,"4,513.40",0,1,72.1
2/07/18 1:15:00,"4,368.90",0,1,72.2
2/07/18 1:30:00,"4,513.40",0,1,72.4
2/07/18 1:45:00,"4,477.70",0,1,72.4
2/07/18 2:00:00,"4,387.30",0,1,72.2
2/07/18 2:15:00,"4,313.50",0,1,72
2/07/18 2:30:00,"4,513.40",0,1,71.9
2/07/18 2:45:00,"4,441.80",0,1,71.9
2/07/18 3:00:00,"4,495.60",0,1,71.9
2/07/18 3:15:00,"3,604.50",0.001,1,62.7
2/07/18 3:30:00,"3,559.70",0,1,60.5
2/07/18 3:45:00,"3,648.70",0.003,1,66.6
2/07/18 4:00:00,"5,002.20",0.095,1,59.4
2/07/18 4:15:00,"6,395.50",0.183,1,59.8
2/07/18 4:30:00,"5,328.30",0.151,1,59.9
2/07/18 4:45:00,"5,706.30",0.138,1,59.6
2/07/18 5:00:00,"5,066.00",0.129,1,59.5
2/07/18 5:15:00,"4,670.60",0.086,1,59.7
2/07/18 5:30:00,"4,423.70",0.061,1,60.8
2/07/18 5:45:00,"4,405.50",0.084,1,60.6
2/07/18 6:00:00,"5,358.30",0.168,1,60
2/07/18 6:15:00,"7,197.90",0.241,1,60.2
2/07/18 6:30:00,"5,403.00",0.167,1,60.5
2/07/18 6:45:00,"6,605.20",0.201,1,60.9
2/07/18 7:00:00,"5,858.80",0.211,1,60.9
2/07/18 7:15:00,"4,855.80",0.142,1,60.4
2/07/18 7:30:00,"4,025.00",0.102,1,60.5
2/07/18 7:45:00,"3,757.00",0.075,1,60.8
2/07/18 8:00:00,"3,398.40",0.059,1,61.1
2/07/18 8:15:00,"2,970.20",0.049,1,61.1
2/07/18 8:30:00,"2,656.60",0.049,1,61.3
2/07/18 8:45:00,"4,313.50",0.088,1,61.3
2/07/18 9:00:00,"5,506.00",0.161,1,60.8
2/07/18 9:15:00,"3,924.10",0.113,1,60.7
2/07/18 9:30:00,"3,841.50",0.109,1,60.4
2/07/18 9:45:00,"5,817.60",0.182,1,60.3
2/07/18 10:00:00,"6,713.60",0.245,1,60.6
2/07/18 10:15:00,"7,417.40",0.301,1,60.5
2/07/18 10:30:00,"5,283.00",0.21,1,60.2
2/07/18 10:45:00,"4,200.50",0.152,1,60.1
2/07/18 11:00:00,"3,604.50",0.101,1,60.6
2/07/18 11:15:00,"4,531.10",0.112,1,60.2
2/07/18 11:30:00,"3,862.30",0.133,1,60.2
2/07/18 11:45:00,"3,023.70",0.089,1,60
2/07/18 12:00:00,"2,533.00",0.064,1,60.1
2/07/18 12:15:00,"2,300.70",0.047,1,61.6
2/07/18 12:30:00,"1,878.50",0.037,1,61.1
2/07/18 12:45:00,"1,745.70",0.028,1,61.1
2/07/18 13:00:00,"3,374.70",0.065,1,60.7
2/07/18 13:15:00,"4,238.50",0.141,1,61.1
2/07/18 13:30:00,"3,178.90",0.092,1,61.4
2/07/18 13:45:00,"2,468.90",0.061,1,61.5
2/07/18 14:00:00,"2,229.90",0.04,1,61.8
2/07/18 14:15:00,"2,533.00",0.049,1,61.8
2/07/18 14:30:00,"1,835.30",0.037,1,61.7
2/07/18 14:45:00,"3,153.50",0.06,1,62
2/07/18 15:00:00,"4,772.50",0.15,1,61.6
2/07/18 15:15:00,"5,899.70",0.225,1,61.7
2/07/18 15:30:00,"6,677.70",0.283,1,61.9
2/07/18 15:45:00,"4,772.50",0.218,1,62
2/07/18 16:00:00,"6,152.60",0.248,1,62.2
2/07/18 16:15:00,"7,005.90",0.303,1,62.2
2/07/18 16:30:00,"7,745.30",0.351,1,62.2
2/07/18 16:45:00,"8,069.90",0.387,1,62.1
2/07/18 17:00:00,"8,391.40",0.414,1,61.8
2/07/18 17:15:00,"8,801.90",0.439,1,60.3
2/07/18 17:30:00,"9,834.70",0.455,1,64.8
2/07/18 17:45:00,"10,036.50",0.453,1,69.9
2/07/18 18:00:00,"9,834.70",0.456,1,69.6
2/07/18 18:15:00,"10,068.40",0.463,1,69.2
2/07/18 18:30:00,"10,068.40",0.467,1,68.4
2/07/18 18:45:00,"9,972.40",0.473,1,67.2
2/07/18 19:00:00,"10,397.60",0.478,1,65.3
2/07/18 19:15:00,"10,603.80",0.478,1,65.4
2/07/18 19:30:00,"10,210.80",0.481,1,64.8
2/07/18 19:45:00,"10,466.80",0.48,1,65.7
2/07/18 20:00:00,"10,289.00",0.471,1,62.7
2/07/18 20:15:00,"10,374.40",0.475,1,57.9
2/07/18 20:30:00,"10,320.20",0.48,1,61.1
2/07/18 20:45:00,"10,374.40",0.481,1,59.5
2/07/18 21:00:00,"10,242.20",0.439,1,57.4
2/07/18 21:15:00,"10,163.60",0.453,1,61.6
2/07/18 21:30:00,"10,459.10",0.46,1,56.9
2/07/18 21:45:00,"10,611.40",0.468,1,59.4
2/07/18 22:00:00,"10,634.00",0.474,1,59.1
2/07/18 22:15:00,"10,791.20",0.475,1,56.6
2/07/18 22:30:00,"10,649.10",0.479,1,57.1
2/07/18 22:45:00,"10,806.10",0.48,1,59.8
2/07/18 23:00:00,"10,902.10",0.486,1,56.1
2/07/18 23:15:00,"11,185.40",0.484,1,52.5
2/07/18 23:30:00,"10,975.50",0.486,1,54.7
2/07/18 23:45:00,"10,671.70",0.489,1,56.4
2/08/18 0:00:00,"11,185.40",0.49,1,51.2
2/08/18 0:15:00,"11,156.60",0.487,1,51.5
2/08/18 0:30:00,"11,192.50",0.491,1,52.3
2/08/18 0:45:00,"11,011.90",0.49,1,50.7
2/08/18 1:00:00,"11,091.80",0.49,1,52.9
2/08/18 1:15:00,"11,070.00",0.49,1,51.9
2/08/18 1:30:00,"11,447.60",0.489,1,48.9
2/08/18 1:45:00,"11,256.80",0.492,1,49.7
2/08/18 2:00:00,"10,990.10",0.489,1,51.4
2/08/18 2:15:00,"7,352.20",0.295,1,44.9
2/08/18 2:30:00,"5,720.30",0.179,1,42.2
2/08/18 2:45:00,"7,275.40",0.234,1,42.1
2/08/18 3:00:00,"8,010.00",0.295,1,42.6
2/08/18 3:15:00,"8,654.90",0.341,1,42.7
2/08/18 3:30:00,"9,528.20",0.37,1,42.9
2/08/18 3:45:00,"9,980.40",0.4,1,49.7
2/08/18 4:00:00,"10,289.00",0.416,1,46.2
2/08/18 4:15:00,"10,124.00",0.428,1,47.2
2/08/18 4:30:00,"10,618.90",0.443,1,49.5
2/08/18 4:45:00,"10,671.70",0.453,1,48.1
2/08/18 5:00:00,"10,746.50",0.459,1,46.6
2/08/18 5:15:00,"10,953.50",0.464,1,44.5
2/08/18 5:30:00,"11,127.90",0.47,1,44.2
2/08/18 5:45:00,"10,894.80",0.471,1,44.2
2/08/18 6:00:00,"10,202.90",0.446,1,43.3
2/08/18 6:15:00,"9,842.90",0.395,1,41.4
2/08/18 6:30:00,"9,392.60",0.396,1,40.5
2/08/18 6:45:00,"9,645.30",0.421,1,40.4
2/08/18 7:00:00,"9,940.20",0.443,1,40.4
2/08/18 7:15:00,"10,044.50",0.457,1,40.4
2/08/18 7:30:00,"10,850.50",0.463,1,40.9
2/08/18 7:45:00,"10,242.20",0.464,1,40
2/08/18 8:00:00,"10,335.70",0.473,1,40.4
2/08/18 8:15:00,"11,113.40",0.477,1,41.8
2/08/18 8:30:00,"11,026.50",0.478,1,44.4
2/08/18 8:45:00,"10,813.50",0.477,1,42.6
2/08/18 9:00:00,"11,084.50",0.477,1,44.4
2/08/18 9:15:00,"10,968.20",0.472,1,43.1
2/08/18 9:30:00,"11,070.00",0.475,1,44.9
2/08/18 9:45:00,"11,127.90",0.476,1,45.1
2/08/18 10:00:00,"10,761.50",0.468,1,46.9
2/08/18 10:15:00,"10,835.70",0.469,1,51.6
2/08/18 10:30:00,"10,887.40",0.468,1,49.6
2/08/18 10:45:00,"11,292.40",0.475,1,51.4
2/08/18 11:00:00,"7,724.60",0.324,1,50.2
2/08/18 11:15:00,"5,926.90",0.191,1,49
2/08/18 11:30:00,"5,388.20",0.11,1,54.4
2/08/18 11:45:00,"4,238.50",0.062,1,52.4
2/08/18 12:00:00,"4,441.80",0.024,1,58.6
2/08/18 12:15:00,"3,964.70",0.004,1,55.5
2/08/18 12:30:00,"3,799.50",0,1,66
2/08/18 12:45:00,"3,984.90",0,1,70.8
2/08/18 13:00:00,"3,924.10",0,1,71.9
2/08/18 13:15:00,"4,084.30",0,1,72.2
2/08/18 13:30:00,"4,142.80",0,1,72.3
2/08/18 13:45:00,"4,162.10",0,1,72.4
2/08/18 14:00:00,"4,181.30",0,1,72.2
2/08/18 14:15:00,"4,181.30",0,1,72
2/08/18 14:30:00,"4,350.50",0,1,71.8
2/08/18 14:45:00,"4,064.60",0,1,71.7
2/08/18 15:00:00,"4,257.40",0,1,71.8
2/08/18 15:15:00,"4,423.70",0,1,71.8
2/08/18 15:30:00,"4,387.30",0,1,71.9
2/08/18 15:45:00,"4,368.90",0,1,71.9
2/08/18 16:00:00,"4,477.70",0,1,71.9
2/08/18 16:15:00,"4,477.70",0,1,72
2/08/18 16:30:00,"4,405.50",0,1,72.1
2/08/18 16:45:00,"4,276.20",0,1,72.1
2/08/18 17:00:00,"5,817.60",0.061,1,71.4
2/08/18 17:15:00,"6,843.80",0.146,1,70.9
2/08/18 17:30:00,"7,776.30",0.213,1,70.6
2/08/18 17:45:00,"8,589.80",0.269,1,70
2/08/18 18:00:00,"9,176.60",0.313,1,69.2
2/08/18 18:15:00,"9,686.80",0.348,1,68.5
2/08/18 18:30:00,"9,980.40",0.38,1,63.8
2/08/18 18:45:00,"10,004.50",0.403,1,63.7
2/08/18 19:00:00,"10,611.40",0.422,1,60.5
2/08/18 19:15:00,"10,902.10",0.439,1,62.4
2/08/18 19:30:00,"10,701.70",0.451,1,63.1
2/08/18 19:45:00,"11,178.20",0.46,1,59.8
2/08/18 20:00:00,"11,285.30",0.47,1,62.2
2/08/18 20:15:00,"11,320.80",0.472,1,60.1
2/08/18 20:30:00,"10,968.20",0.477,1,62.4
2/08/18 20:45:00,"11,503.50",0.484,1,60.9
2/08/18 21:00:00,"11,614.50",0.485,1,57.5
2/08/18 21:15:00,"11,185.40",0.488,1,62.1
2/08/18 21:30:00,"11,440.60",0.49,1,59.9
2/08/18 21:45:00,"11,703.90",0.492,1,55.2
2/08/18 22:00:00,"11,669.60",0.496,1,55.6
2/08/18 22:15:00,"11,607.60",0.499,1,58.8
2/08/18 22:30:00,"11,894.30",0.502,1,56.1
2/08/18 22:45:00,"11,683.40",0.505,1,53.5
2/08/18 23:00:00,"12,008.30",0.502,1,54.7
2/08/18 23:15:00,"11,662.70",0.501,1,55.2
2/08/18 23:30:00,"11,676.50",0.504,1,53.1
2/08/18 23:45:00,"11,552.20",0.501,1,51
2/09/18 0:00:00,"8,543.00",0.35,1,48.3
2/09/18 0:15:00,"6,382.90",0.212,1,45.4
2/09/18 0:30:00,"5,373.30",0.133,1,43.7
2/09/18 0:45:00,"4,888.70",0.083,1,43.3
2/09/18 1:00:00,"4,531.10",0.05,1,44.2
2/09/18 1:15:00,"4,276.20",0.029,1,42.3
2/09/18 1:30:00,"4,181.30",0.017,1,43.1
2/09/18 1:45:00,"4,025.00",0.009,1,44
2/09/18 2:00:00,"4,123.40",0.005,1,45
2/09/18 2:15:00,"4,181.30",0,1,47.1
2/09/18 2:30:00,"4,142.80",0.001,1,47.6
2/09/18 2:45:00,"4,123.40",0.001,1,47.1
2/09/18 3:00:00,"4,044.90",0.004,1,46.9
2/09/18 3:15:00,"4,441.80",0.027,1,46.5
2/09/18 3:30:00,"4,477.70",0.034,1,46.2
2/09/18 3:45:00,"4,257.40",0.026,1,46
2/09/18 4:00:00,"4,219.50",0.02,1,46.2
2/09/18 4:15:00,"4,332.10",0.023,1,46.5
2/09/18 4:30:00,"5,476.80",0.086,1,47.3
2/09/18 4:45:00,"7,005.90",0.152,1,54.1
2/09/18 5:00:00,"5,237.20",0.108,1,49.5
2/09/18 5:15:00,"4,636.10",0.072,1,46.2
2/09/18 5:30:00,"4,332.10",0.045,1,45.6
2/09/18 5:45:00,"4,123.40",0.028,1,45.5
2/09/18 6:00:00,"4,219.50",0.026,1,45.8
2/09/18 6:15:00,"4,005.00",0.017,1,45.7
2/09/18 6:30:00,"3,820.50",0.014,1,46.2
2/09/18 6:45:00,"3,903.60",0.015,1,46
2/09/18 7:00:00,"3,799.50",0.01,1,45.7
2/09/18 7:15:00,"3,799.50",0.01,1,46.4
2/09/18 7:30:00,"3,862.30",0.005,1,46.3
2/09/18 7:45:00,"3,944.50",0.011,1,45.6
2/09/18 8:00:00,"3,757.00",0.014,1,45.6
2/09/18 8:15:00,"3,778.30",0.013,1,45.5
2/09/18 8:30:00,"3,735.60",0.011,1,46.1
2/09/18 8:45:00,"3,604.50",0.013,1,47.7
2/09/18 9:00:00,"3,778.30",0.014,1,47.7
2/09/18 9:15:00,"3,670.60",0.015,1,47.9
2/09/18 9:30:00,"3,692.40",0.015,1,48.9
2/09/18 9:45:00,"4,005.00",0.025,1,49.9
2/09/18 10:00:00,"4,123.40",0.011,1,58.8
2/09/18 10:15:00,"4,459.80",0.003,1,64.5
2/09/18 10:30:00,"4,103.90",0.001,1,70.5
2/09/18 10:45:00,"5,520.50",0.032,1,71.3
2/09/18 11:00:00,"6,060.70",0.106,1,70.7
2/09/18 11:15:00,"6,357.70",0.156,1,70.5
2/09/18 11:30:00,"6,701.60",0.191,1,70.4
2/09/18 11:45:00,"7,096.90",0.208,1,69.9
2/09/18 12:00:00,"6,725.50",0.187,1,69.8
2/09/18 12:15:00,"6,925.30",0.187,1,70.3
2/09/18 12:30:00,"7,253.40",0.209,1,70.6
2/09/18 12:45:00,"7,567.20",0.233,1,70.4
2/09/18 13:00:00,"7,005.90",0.194,1,70.4
2/09/18 13:15:00,"6,126.50",0.146,1,70.8
2/09/18 13:30:00,"6,073.90",0.137,1,71.3
2/09/18 13:45:00,"5,692.20",0.101,1,71.6
2/09/18 14:00:00,"5,343.30",0.089,1,71.6
2/09/18 14:15:00,"4,738.80",0.05,1,72
2/09/18 14:30:00,"4,755.70",0.034,1,72.3
2/09/18 14:45:00,"4,601.40",0.02,1,72.2
2/09/18 15:00:00,"4,531.10",0.016,1,72.1
2/09/18 15:15:00,"4,423.70",0.01,1,72.2
2/09/18 15:30:00,"4,405.50",0.001,1,72.4
2/09/18 15:45:00,"4,332.10",0,1,72.5
2/09/18 16:00:00,"4,789.30",0.015,1,72.4
2/09/18 16:15:00,"5,298.10",0.053,1,72
2/09/18 16:30:00,"6,507.40",0.131,1,71.6
2/09/18 16:45:00,"7,231.20",0.188,1,71.5
2/09/18 17:00:00,"7,990.00",0.23,1,71.3
2/09/18 17:15:00,"7,482.00",0.239,1,71
2/09/18 17:30:00,"8,372.30",0.269,1,70.7
2/09/18 17:45:00,"7,556.60",0.239,1,70
2/09/18 18:00:00,"6,433.00",0.16,1,70.5
2/09/18 18:15:00,"6,556.50",0.152,1,71.2
2/09/18 18:30:00,"6,796.70",0.181,1,71.2
2/09/18 18:45:00,"7,969.90",0.23,1,71.1
2/09/18 19:00:00,"7,827.70",0.246,1,70.5
2/09/18 19:15:00,"8,227.30",0.258,1,70.3
2/09/18 19:30:00,"7,085.60",0.215,1,69.9
2/09/18 19:45:00,"6,191.60",0.152,1,70
2/09/18 20:00:00,"5,649.80",0.098,1,70.8
2/09/18 20:15:00,"6,139.60",0.108,1,71.5
2/09/18 20:30:00,"6,113.40",0.13,1,71.6
2/09/18 20:45:00,"7,275.40",0.191,1,71.3
2/09/18 21:00:00,"6,983.00",0.218,1,70.8
2/09/18 21:15:00,"7,197.90",0.178,1,70
2/09/18 21:30:00,"7,630.60",0.221,1,70.7
2/09/18 21:45:00,"6,902.10",0.2,1,69.9
2/09/18 22:00:00,"7,197.90",0.198,1,70.2
2/09/18 22:15:00,"7,330.40",0.213,1,69.9
2/09/18 22:30:00,"6,544.20",0.181,1,69.5
2/09/18 22:45:00,"6,408.00",0.147,1,70.1
2/09/18 23:00:00,"5,373.30",0.089,1,70.4
2/09/18 23:15:00,"4,687.70",0.046,1,71.3
2/09/18 23:30:00,"4,459.80",0.018,1,71.8
2/09/18 23:45:00,"4,200.50",0.001,1,71.9
2/10/18 0:00:00,"4,548.80",0.01,1,71.6
2/10/18 0:15:00,"4,583.90",0.015,1,71.5
2/10/18 0:30:00,"5,358.30",0.051,1,71.4
2/10/18 0:45:00,"6,395.50",0.135,1,70.8
2/10/18 1:00:00,"7,352.20",0.198,1,70.7
2/10/18 1:15:00,"7,108.20",0.203,1,69.7
2/10/18 1:30:00,"5,858.80",0.131,1,69.6
2/10/18 1:45:00,"5,403.00",0.083,1,71.2
2/10/18 2:00:00,"5,803.80",0.092,1,71.6
2/10/18 2:15:00,0,-0.1,0,67.6
2/10/18 2:30:00,0,-0.1,0,61.4
2/10/18 2:45:00,0,-0.1,0,58.4
2/10/18 3:00:00,0,-0.1,0,56.8
2/10/18 3:15:00,0,-0.1,0,56.7
2/10/18 3:30:00,0,-0.1,0,56
2/10/18 3:45:00,0,-0.1,0,55.5
2/10/18 4:00:00,0,-0.1,0,55.2
2/10/18 4:15:00,0,-0.1,0,55.2
2/10/18 4:30:00,0,-0.1,0,55.3
2/10/18 4:45:00,0,-0.1,0,55.1
2/10/18 5:00:00,0,-0.1,0,55
2/10/18 5:15:00,0,-0.1,0,55
2/10/18 5:30:00,0,-0.1,0,55.3
2/10/18 5:45:00,0,-0.1,0,55.3
2/10/18 6:00:00,0,-0.1,0,55.3
2/10/18 6:15:00,0,-0.1,0,56.1
2/10/18 6:30:00,0,-0.1,0,56.3
2/10/18 6:45:00,0,-0.1,0,55.7
2/10/18 7:00:00,0,-0.1,0,56
2/10/18 7:15:00,0,-0.1,0,56
2/10/18 7:30:00,0,-0.1,0,55.6
2/10/18 7:45:00,0,-0.1,0,55.8
2/10/18 8:00:00,0,-0.1,0,55.8
2/10/18 8:15:00,"3,714.10",0.002,1,63.8
2/10/18 8:30:00,"3,714.10",0,1,67.2
2/10/18 8:45:00,"3,604.50",0.001,1,71.3
2/10/18 9:00:00,"3,582.20",0,1,72
2/10/18 9:15:00,"3,491.50",0.001,1,72.1
2/10/18 9:30:00,"3,514.40",0,1,72.1
2/10/18 9:45:00,"3,468.40",0,1,72.1
2/10/18 10:00:00,"3,648.70",0,1,72.1
2/10/18 10:15:00,"3,514.40",0,1,72.1
2/10/18 10:30:00,"3,799.50",0,1,72.1
2/10/18 10:45:00,"3,820.50",0,1,68.3
2/10/18 11:00:00,"3,278.20",0.003,1,62.9
2/10/18 11:15:00,"3,820.50",0,1,69.8
2/10/18 11:30:00,"3,648.70",0,1,71.6
2/10/18 11:45:00,"3,648.70",0,1,72
2/10/18 12:00:00,"3,326.80",0.01,1,59.7
2/10/18 12:15:00,"3,178.90",0.019,1,57.7
2/10/18 12:30:00,"3,421.90",0.03,1,57.1
2/10/18 12:45:00,"3,253.70",0.047,1,57
2/10/18 13:00:00,"3,076.30",0.049,1,57.3
2/10/18 13:15:00,"2,915.70",0.042,1,58.3
2/10/18 13:30:00,"2,997.10",0.036,1,59.3
2/10/18 13:45:00,"2,686.60",0.032,1,59.3
2/10/18 14:00:00,"2,300.70",0.03,1,59.3
2/10/18 14:15:00,"2,436.20",0.031,1,60.5
2/10/18 14:30:00,"2,656.60",0.03,1,61.9
2/10/18 14:45:00,"2,533.00",0.029,1,62.3
2/10/18 15:00:00,"1,920.70",0.027,1,61.6
2/10/18 15:15:00,"1,835.30",0.027,1,61.5
2/10/18 15:30:00,"2,436.20",0.028,1,63
2/10/18 15:45:00,"2,300.70",0.029,1,64.2
2/10/18 16:00:00,"2,002.50",0.028,1,63.8
2/10/18 16:15:00,"1,651.30",0.028,1,63.7
2/10/18 16:30:00,693.7,0.028,1,63.2
2/10/18 16:45:00,"1,651.30",0.027,1,63.9
2/10/18 17:00:00,"1,551.10",0.026,1,65.2
2/10/18 17:15:00,"1,266.50",0.027,1,65.2
2/10/18 17:30:00,"1,132.80",0.025,1,65.2
2/10/18 17:45:00,0,0.025,1,64.1
2/10/18 18:00:00,0,0.025,1,63.9
2/10/18 18:15:00,0,0.025,1,64.7
2/10/18 18:30:00,0,0.028,1,64.9
2/10/18 18:45:00,0,0.026,1,64.9
2/10/18 19:00:00,0,0.025,1,65.3
2/10/18 19:15:00,0,0.024,1,65
2/10/18 19:30:00,0,0.023,1,65.4
